"Growth","SeaIce","age","Individual","year","SeaIce.s","Site","Latitude","Longitude"
470,0.420475319926874,9,"anavik_ANNde03M",2012,-0.633225381476049,"Site1",64.82,-50.15
440,0.339305301645338,10,"anavik_ANNde03M",2013,-0.636508566959239,"Site1",64.82,-50.15
240,0.363436928702011,11,"anavik_ANNde03M",2014,-0.635532484788561,"Site1",64.82,-50.15
70,0.35588056063376,12,"anavik_ANNde03M",2015,-0.63583812668039,"Site1",64.82,-50.15
410,1.15393053016453,3,"anavik_ANNde04M",1987,-0.603558399136953,"Site1",64.82,-50.15
370,0.953564899451554,4,"anavik_ANNde04M",1988,-0.611662838978341,"Site1",64.82,-50.15
340,0.641803778184034,5,"anavik_ANNde04M",1989,-0.624273031870234,"Site1",64.82,-50.15
230,0.605971968312005,6,"anavik_ANNde04M",1990,-0.625722366002453,"Site1",64.82,-50.15
310,0.653991468616697,7,"anavik_ANNde04M",1991,-0.623780061076962,"Site1",64.82,-50.15
200,0.72297379646557,8,"anavik_ANNde04M",1992,-0.620989846387043,"Site1",64.82,-50.15
210,0.820231566118221,9,"anavik_ANNde04M",1993,-0.617055939456735,"Site1",64.82,-50.15
160,0.73491773308958,10,"anavik_ANNde04M",1994,-0.620506735009637,"Site1",64.82,-50.15
210,0.813162705667276,11,"anavik_ANNde04M",1995,-0.617341862516832,"Site1",64.82,-50.15
200,0.799512492382693,12,"anavik_ANNde04M",1996,-0.617893989805297,"Site1",64.82,-50.15
350,0.911151736745886,13,"anavik_ANNde04M",1997,-0.613378377338927,"Site1",64.82,-50.15
440,0.883851310176721,14,"anavik_ANNde04M",1998,-0.614482631915856,"Site1",64.82,-50.15
320,0.864107251675807,15,"anavik_ANNde04M",1999,-0.615281244600956,"Site1",64.82,-50.15
290,0.834613040828763,16,"anavik_ANNde04M",2000,-0.616474233920674,"Site1",64.82,-50.15
350,0.766118220597197,17,"anavik_ANNde04M",2001,-0.619244729778861,"Site1",64.82,-50.15
160,0.709323583180987,18,"anavik_ANNde04M",2002,-0.621541973675508,"Site1",64.82,-50.15
200,0.695185862279098,19,"anavik_ANNde04M",2003,-0.622113819795703,"Site1",64.82,-50.15
200,0.695185862279098,19,"anavik_ANNde04M",2003,-0.622113819795703,"Site1",64.82,-50.15
200,0.695185862279098,19,"anavik_ANNde04M",2003,-0.622113819795703,"Site1",64.82,-50.15
200,0.695185862279098,19,"anavik_ANNde04M",2003,-0.622113819795703,"Site1",64.82,-50.15
1020,0.721755027422303,20,"anavik_ANNde04M",2004,-0.621039143466371,"Site1",64.82,-50.15
1050,0.750761730652041,21,"anavik_ANNde04M",2005,-0.619865872978384,"Site1",64.82,-50.15
670,0.707617306520414,22,"anavik_ANNde04M",2006,-0.621610989586566,"Site1",64.82,-50.15
280,0.701523461304083,23,"anavik_ANNde04M",2007,-0.621857474983202,"Site1",64.82,-50.15
180,0.614990859232175,24,"anavik_ANNde04M",2008,-0.625357567615431,"Site1",64.82,-50.15
210,0.537233394271785,25,"anavik_ANNde04M",2009,-0.628502721276505,"Site1",64.82,-50.15
280,0.477269957343083,26,"anavik_ANNde04M",2010,-0.630928137579403,"Site1",64.82,-50.15
380,0.409993906154784,27,"anavik_ANNde04M",2011,-0.633649336358263,"Site1",64.82,-50.15
360,0.420475319926874,28,"anavik_ANNde04M",2012,-0.633225381476049,"Site1",64.82,-50.15
180,0.339305301645338,29,"anavik_ANNde04M",2013,-0.636508566959239,"Site1",64.82,-50.15
230,0.363436928702011,30,"anavik_ANNde04M",2014,-0.635532484788561,"Site1",64.82,-50.15
180,0.35588056063376,31,"anavik_ANNde04M",2015,-0.63583812668039,"Site1",64.82,-50.15
130,0.834613040828763,3,"anavik_ANNde05M",2000,-0.616474233920674,"Site1",64.82,-50.15
200,0.766118220597197,4,"anavik_ANNde05M",2001,-0.619244729778861,"Site1",64.82,-50.15
160,0.709323583180987,5,"anavik_ANNde05M",2002,-0.621541973675508,"Site1",64.82,-50.15
180,0.695185862279098,6,"anavik_ANNde05M",2003,-0.622113819795703,"Site1",64.82,-50.15
180,0.695185862279098,6,"anavik_ANNde05M",2003,-0.622113819795703,"Site1",64.82,-50.15
180,0.695185862279098,6,"anavik_ANNde05M",2003,-0.622113819795703,"Site1",64.82,-50.15
180,0.695185862279098,6,"anavik_ANNde05M",2003,-0.622113819795703,"Site1",64.82,-50.15
780,0.721755027422303,7,"anavik_ANNde05M",2004,-0.621039143466371,"Site1",64.82,-50.15
970,0.750761730652041,8,"anavik_ANNde05M",2005,-0.619865872978384,"Site1",64.82,-50.15
480,0.707617306520414,9,"anavik_ANNde05M",2006,-0.621610989586566,"Site1",64.82,-50.15
350,0.701523461304083,10,"anavik_ANNde05M",2007,-0.621857474983202,"Site1",64.82,-50.15
230,0.614990859232175,11,"anavik_ANNde05M",2008,-0.625357567615431,"Site1",64.82,-50.15
130,0.537233394271785,12,"anavik_ANNde05M",2009,-0.628502721276505,"Site1",64.82,-50.15
240,0.477269957343083,13,"anavik_ANNde05M",2010,-0.630928137579403,"Site1",64.82,-50.15
360,0.409993906154784,14,"anavik_ANNde05M",2011,-0.633649336358263,"Site1",64.82,-50.15
280,0.420475319926874,15,"anavik_ANNde05M",2012,-0.633225381476049,"Site1",64.82,-50.15
350,0.339305301645338,16,"anavik_ANNde05M",2013,-0.636508566959239,"Site1",64.82,-50.15
430,0.363436928702011,17,"anavik_ANNde05M",2014,-0.635532484788561,"Site1",64.82,-50.15
330,0.35588056063376,18,"anavik_ANNde05M",2015,-0.63583812668039,"Site1",64.82,-50.15
310,0.813162705667276,3,"anavik_ANNde06M",1995,-0.617341862516832,"Site1",64.82,-50.15
440,0.799512492382693,4,"anavik_ANNde06M",1996,-0.617893989805297,"Site1",64.82,-50.15
460,0.911151736745886,5,"anavik_ANNde06M",1997,-0.613378377338927,"Site1",64.82,-50.15
530,0.883851310176721,6,"anavik_ANNde06M",1998,-0.614482631915856,"Site1",64.82,-50.15
380,0.864107251675807,7,"anavik_ANNde06M",1999,-0.615281244600956,"Site1",64.82,-50.15
320,0.834613040828763,8,"anavik_ANNde06M",2000,-0.616474233920674,"Site1",64.82,-50.15
310,0.766118220597197,9,"anavik_ANNde06M",2001,-0.619244729778861,"Site1",64.82,-50.15
270,0.709323583180987,10,"anavik_ANNde06M",2002,-0.621541973675508,"Site1",64.82,-50.15
190,0.695185862279098,11,"anavik_ANNde06M",2003,-0.622113819795703,"Site1",64.82,-50.15
190,0.695185862279098,11,"anavik_ANNde06M",2003,-0.622113819795703,"Site1",64.82,-50.15
190,0.695185862279098,11,"anavik_ANNde06M",2003,-0.622113819795703,"Site1",64.82,-50.15
190,0.695185862279098,11,"anavik_ANNde06M",2003,-0.622113819795703,"Site1",64.82,-50.15
1020,0.721755027422303,12,"anavik_ANNde06M",2004,-0.621039143466371,"Site1",64.82,-50.15
1370,0.750761730652041,13,"anavik_ANNde06M",2005,-0.619865872978384,"Site1",64.82,-50.15
960,0.707617306520414,14,"anavik_ANNde06M",2006,-0.621610989586566,"Site1",64.82,-50.15
500,0.701523461304083,15,"anavik_ANNde06M",2007,-0.621857474983202,"Site1",64.82,-50.15
290,0.614990859232175,16,"anavik_ANNde06M",2008,-0.625357567615431,"Site1",64.82,-50.15
160,0.537233394271785,17,"anavik_ANNde06M",2009,-0.628502721276505,"Site1",64.82,-50.15
150,0.477269957343083,18,"anavik_ANNde06M",2010,-0.630928137579403,"Site1",64.82,-50.15
110,0.409993906154784,19,"anavik_ANNde06M",2011,-0.633649336358263,"Site1",64.82,-50.15
120,0.420475319926874,20,"anavik_ANNde06M",2012,-0.633225381476049,"Site1",64.82,-50.15
90,0.339305301645338,21,"anavik_ANNde06M",2013,-0.636508566959239,"Site1",64.82,-50.15
170,0.363436928702011,22,"anavik_ANNde06M",2014,-0.635532484788561,"Site1",64.82,-50.15
130,0.35588056063376,23,"anavik_ANNde06M",2015,-0.63583812668039,"Site1",64.82,-50.15
270,0.605971968312005,3,"anavik_ANNde07M",1990,-0.625722366002453,"Site1",64.82,-50.15
460,0.653991468616697,4,"anavik_ANNde07M",1991,-0.623780061076962,"Site1",64.82,-50.15
260,0.72297379646557,5,"anavik_ANNde07M",1992,-0.620989846387043,"Site1",64.82,-50.15
320,0.820231566118221,6,"anavik_ANNde07M",1993,-0.617055939456735,"Site1",64.82,-50.15
310,0.73491773308958,7,"anavik_ANNde07M",1994,-0.620506735009637,"Site1",64.82,-50.15
300,0.813162705667276,8,"anavik_ANNde07M",1995,-0.617341862516832,"Site1",64.82,-50.15
210,0.799512492382693,9,"anavik_ANNde07M",1996,-0.617893989805297,"Site1",64.82,-50.15
220,0.911151736745886,10,"anavik_ANNde07M",1997,-0.613378377338927,"Site1",64.82,-50.15
280,0.883851310176721,11,"anavik_ANNde07M",1998,-0.614482631915856,"Site1",64.82,-50.15
210,0.864107251675807,12,"anavik_ANNde07M",1999,-0.615281244600956,"Site1",64.82,-50.15
130,0.834613040828763,13,"anavik_ANNde07M",2000,-0.616474233920674,"Site1",64.82,-50.15
110,0.766118220597197,14,"anavik_ANNde07M",2001,-0.619244729778861,"Site1",64.82,-50.15
100,0.709323583180987,15,"anavik_ANNde07M",2002,-0.621541973675508,"Site1",64.82,-50.15
60,0.695185862279098,16,"anavik_ANNde07M",2003,-0.622113819795703,"Site1",64.82,-50.15
60,0.695185862279098,16,"anavik_ANNde07M",2003,-0.622113819795703,"Site1",64.82,-50.15
60,0.695185862279098,16,"anavik_ANNde07M",2003,-0.622113819795703,"Site1",64.82,-50.15
60,0.695185862279098,16,"anavik_ANNde07M",2003,-0.622113819795703,"Site1",64.82,-50.15
280,0.721755027422303,17,"anavik_ANNde07M",2004,-0.621039143466371,"Site1",64.82,-50.15
240,0.750761730652041,18,"anavik_ANNde07M",2005,-0.619865872978384,"Site1",64.82,-50.15
270,0.707617306520414,19,"anavik_ANNde07M",2006,-0.621610989586566,"Site1",64.82,-50.15
80,0.701523461304083,20,"anavik_ANNde07M",2007,-0.621857474983202,"Site1",64.82,-50.15
90,0.614990859232175,21,"anavik_ANNde07M",2008,-0.625357567615431,"Site1",64.82,-50.15
60,0.537233394271785,22,"anavik_ANNde07M",2009,-0.628502721276505,"Site1",64.82,-50.15
290,0.477269957343083,23,"anavik_ANNde07M",2010,-0.630928137579403,"Site1",64.82,-50.15
270,0.409993906154784,24,"anavik_ANNde07M",2011,-0.633649336358263,"Site1",64.82,-50.15
290,0.420475319926874,25,"anavik_ANNde07M",2012,-0.633225381476049,"Site1",64.82,-50.15
240,0.339305301645338,26,"anavik_ANNde07M",2013,-0.636508566959239,"Site1",64.82,-50.15
240,0.363436928702011,27,"anavik_ANNde07M",2014,-0.635532484788561,"Site1",64.82,-50.15
160,0.35588056063376,28,"anavik_ANNde07M",2015,-0.63583812668039,"Site1",64.82,-50.15
230,1.52565508836076,12,"anavik_ANNde08M",1983,-0.588522789942164,"Site1",64.82,-50.15
250,1.43424741011578,13,"anavik_ANNde08M",1984,-0.592220070891702,"Site1",64.82,-50.15
250,1.34405850091408,14,"anavik_ANNde08M",1985,-0.595868054761913,"Site1",64.82,-50.15
230,1.2636197440585,15,"anavik_ANNde08M",1986,-0.599121661997507,"Site1",64.82,-50.15
190,1.15393053016453,16,"anavik_ANNde08M",1987,-0.603558399136953,"Site1",64.82,-50.15
260,0.953564899451554,17,"anavik_ANNde08M",1988,-0.611662838978341,"Site1",64.82,-50.15
220,0.641803778184034,18,"anavik_ANNde08M",1989,-0.624273031870234,"Site1",64.82,-50.15
280,0.605971968312005,19,"anavik_ANNde08M",1990,-0.625722366002453,"Site1",64.82,-50.15
270,0.653991468616697,20,"anavik_ANNde08M",1991,-0.623780061076962,"Site1",64.82,-50.15
150,0.72297379646557,21,"anavik_ANNde08M",1992,-0.620989846387043,"Site1",64.82,-50.15
170,0.820231566118221,22,"anavik_ANNde08M",1993,-0.617055939456735,"Site1",64.82,-50.15
140,0.73491773308958,23,"anavik_ANNde08M",1994,-0.620506735009637,"Site1",64.82,-50.15
190,0.813162705667276,24,"anavik_ANNde08M",1995,-0.617341862516832,"Site1",64.82,-50.15
170,0.799512492382693,25,"anavik_ANNde08M",1996,-0.617893989805297,"Site1",64.82,-50.15
210,0.911151736745886,26,"anavik_ANNde08M",1997,-0.613378377338927,"Site1",64.82,-50.15
310,0.883851310176721,27,"anavik_ANNde08M",1998,-0.614482631915856,"Site1",64.82,-50.15
370,0.864107251675807,28,"anavik_ANNde08M",1999,-0.615281244600956,"Site1",64.82,-50.15
350,0.834613040828763,29,"anavik_ANNde08M",2000,-0.616474233920674,"Site1",64.82,-50.15
220,0.766118220597197,30,"anavik_ANNde08M",2001,-0.619244729778861,"Site1",64.82,-50.15
280,0.709323583180987,31,"anavik_ANNde08M",2002,-0.621541973675508,"Site1",64.82,-50.15
250,0.695185862279098,32,"anavik_ANNde08M",2003,-0.622113819795703,"Site1",64.82,-50.15
250,0.695185862279098,32,"anavik_ANNde08M",2003,-0.622113819795703,"Site1",64.82,-50.15
250,0.695185862279098,32,"anavik_ANNde08M",2003,-0.622113819795703,"Site1",64.82,-50.15
250,0.695185862279098,32,"anavik_ANNde08M",2003,-0.622113819795703,"Site1",64.82,-50.15
300,0.721755027422303,33,"anavik_ANNde08M",2004,-0.621039143466371,"Site1",64.82,-50.15
350,0.750761730652041,34,"anavik_ANNde08M",2005,-0.619865872978384,"Site1",64.82,-50.15
270,0.707617306520414,35,"anavik_ANNde08M",2006,-0.621610989586566,"Site1",64.82,-50.15
230,0.701523461304083,36,"anavik_ANNde08M",2007,-0.621857474983202,"Site1",64.82,-50.15
180,0.614990859232175,37,"anavik_ANNde08M",2008,-0.625357567615431,"Site1",64.82,-50.15
170,0.537233394271785,38,"anavik_ANNde08M",2009,-0.628502721276505,"Site1",64.82,-50.15
190,0.477269957343083,39,"anavik_ANNde08M",2010,-0.630928137579403,"Site1",64.82,-50.15
260,0.409993906154784,40,"anavik_ANNde08M",2011,-0.633649336358263,"Site1",64.82,-50.15
160,0.420475319926874,41,"anavik_ANNde08M",2012,-0.633225381476049,"Site1",64.82,-50.15
170,0.339305301645338,42,"anavik_ANNde08M",2013,-0.636508566959239,"Site1",64.82,-50.15
160,0.363436928702011,43,"anavik_ANNde08M",2014,-0.635532484788561,"Site1",64.82,-50.15
140,0.35588056063376,44,"anavik_ANNde08M",2015,-0.63583812668039,"Site1",64.82,-50.15
400,0.820231566118221,3,"anavik_ANNde09M",1993,-0.617055939456735,"Site1",64.82,-50.15
430,0.73491773308958,4,"anavik_ANNde09M",1994,-0.620506735009637,"Site1",64.82,-50.15
340,0.813162705667276,5,"anavik_ANNde09M",1995,-0.617341862516832,"Site1",64.82,-50.15
510,0.799512492382693,6,"anavik_ANNde09M",1996,-0.617893989805297,"Site1",64.82,-50.15
510,0.911151736745886,7,"anavik_ANNde09M",1997,-0.613378377338927,"Site1",64.82,-50.15
470,0.883851310176721,8,"anavik_ANNde09M",1998,-0.614482631915856,"Site1",64.82,-50.15
240,0.864107251675807,9,"anavik_ANNde09M",1999,-0.615281244600956,"Site1",64.82,-50.15
360,0.834613040828763,10,"anavik_ANNde09M",2000,-0.616474233920674,"Site1",64.82,-50.15
390,0.766118220597197,11,"anavik_ANNde09M",2001,-0.619244729778861,"Site1",64.82,-50.15
320,0.709323583180987,12,"anavik_ANNde09M",2002,-0.621541973675508,"Site1",64.82,-50.15
110,0.695185862279098,13,"anavik_ANNde09M",2003,-0.622113819795703,"Site1",64.82,-50.15
110,0.695185862279098,13,"anavik_ANNde09M",2003,-0.622113819795703,"Site1",64.82,-50.15
110,0.695185862279098,13,"anavik_ANNde09M",2003,-0.622113819795703,"Site1",64.82,-50.15
110,0.695185862279098,13,"anavik_ANNde09M",2003,-0.622113819795703,"Site1",64.82,-50.15
330,0.721755027422303,14,"anavik_ANNde09M",2004,-0.621039143466371,"Site1",64.82,-50.15
450,0.750761730652041,15,"anavik_ANNde09M",2005,-0.619865872978384,"Site1",64.82,-50.15
320,0.707617306520414,16,"anavik_ANNde09M",2006,-0.621610989586566,"Site1",64.82,-50.15
280,0.701523461304083,17,"anavik_ANNde09M",2007,-0.621857474983202,"Site1",64.82,-50.15
320,0.614990859232175,18,"anavik_ANNde09M",2008,-0.625357567615431,"Site1",64.82,-50.15
320,0.537233394271785,19,"anavik_ANNde09M",2009,-0.628502721276505,"Site1",64.82,-50.15
510,0.477269957343083,20,"anavik_ANNde09M",2010,-0.630928137579403,"Site1",64.82,-50.15
660,0.409993906154784,21,"anavik_ANNde09M",2011,-0.633649336358263,"Site1",64.82,-50.15
560,0.420475319926874,22,"anavik_ANNde09M",2012,-0.633225381476049,"Site1",64.82,-50.15
390,0.339305301645338,23,"anavik_ANNde09M",2013,-0.636508566959239,"Site1",64.82,-50.15
550,0.363436928702011,24,"anavik_ANNde09M",2014,-0.635532484788561,"Site1",64.82,-50.15
340,0.35588056063376,25,"anavik_ANNde09M",2015,-0.63583812668039,"Site1",64.82,-50.15
620,0.707617306520414,3,"anavik_ANNde10M",2006,-0.621610989586566,"Site1",64.82,-50.15
800,0.701523461304083,4,"anavik_ANNde10M",2007,-0.621857474983202,"Site1",64.82,-50.15
470,0.614990859232175,5,"anavik_ANNde10M",2008,-0.625357567615431,"Site1",64.82,-50.15
150,0.537233394271785,6,"anavik_ANNde10M",2009,-0.628502721276505,"Site1",64.82,-50.15
400,0.477269957343083,7,"anavik_ANNde10M",2010,-0.630928137579403,"Site1",64.82,-50.15
370,0.409993906154784,8,"anavik_ANNde10M",2011,-0.633649336358263,"Site1",64.82,-50.15
600,0.420475319926874,9,"anavik_ANNde10M",2012,-0.633225381476049,"Site1",64.82,-50.15
400,0.339305301645338,10,"anavik_ANNde10M",2013,-0.636508566959239,"Site1",64.82,-50.15
680,0.363436928702011,11,"anavik_ANNde10M",2014,-0.635532484788561,"Site1",64.82,-50.15
420,0.35588056063376,12,"anavik_ANNde10M",2015,-0.63583812668039,"Site1",64.82,-50.15
320,0.684838160136286,3,"v52a_Ref1M",1992,-0.622532366276028,"Site12",64.223083,-50.1202
440,0.789324247586598,4,"v52a_Ref1M",1993,-0.618306086514425,"Site12",64.223083,-50.1202
400,0.741851220897218,5,"v52a_Ref1M",1994,-0.620226287536545,"Site12",64.223083,-50.1202
600,0.804542873367405,6,"v52a_Ref1M",1995,-0.617690519679583,"Site12",64.223083,-50.1202
110,0.782737081203861,7,"v52a_Ref1M",1996,-0.6185725258907,"Site12",64.223083,-50.1202
440,0.871550255536627,8,"v52a_Ref1M",1997,-0.614980188093338,"Site12",64.223083,-50.1202
500,0.836570130607609,9,"v52a_Ref1M",1998,-0.616395073057005,"Site12",64.223083,-50.1202
310,0.814082907438955,10,"v52a_Ref1M",1999,-0.617304641962219,"Site12",64.223083,-50.1202
230,0.805905735377626,11,"v52a_Ref1M",2000,-0.617635394291388,"Site12",64.223083,-50.1202
360,0.755934128336172,12,"v52a_Ref1M",2001,-0.619656658525198,"Site12",64.223083,-50.1202
160,0.719591141396933,13,"v52a_Ref1M",2002,-0.62112666887706,"Site12",64.223083,-50.1202
180,0.689608177172061,14,"v52a_Ref1M",2003,-0.622339427417346,"Site12",64.223083,-50.1202
760,0.702328222600795,15,"v52a_Ref1M",2004,-0.621824923794195,"Site12",64.223083,-50.1202
810,0.70732538330494,16,"v52a_Ref1M",2005,-0.621622797370814,"Site12",64.223083,-50.1202
650,0.667120954003407,17,"v52a_Ref1M",2006,-0.623248996322561,"Site12",64.223083,-50.1202
470,0.668483816013628,18,"v52a_Ref1M",2007,-0.623193870934366,"Site12",64.223083,-50.1202
710,0.57671777399205,19,"v52a_Ref1M",2008,-0.626905647072817,"Site12",64.223083,-50.1202
360,0.495627484383873,20,"v52a_Ref1M",2009,-0.630185607670409,"Site12",64.223083,-50.1202
300,0.430664395229983,21,"v52a_Ref1M",2010,-0.632813251174362,"Site12",64.223083,-50.1202
590,0.387279954571266,22,"v52a_Ref1M",2011,-0.634568076031897,"Site12",64.223083,-50.1202
1220,0.394094264622374,23,"v52a_Ref1M",2012,-0.634292449090923,"Site12",64.223083,-50.1202
830,0.323679727427598,24,"v52a_Ref1M",2013,-0.637140594147656,"Site12",64.223083,-50.1202
1030,0.338898353208404,25,"v52a_Ref1M",2014,-0.636525027312813,"Site12",64.223083,-50.1202
600,0.34434980124929,26,"v52a_Ref1M",2015,-0.636304525760034,"Site12",64.223083,-50.1202
490,1.19227711527541,6,"v52a_Ref2M",1983,-0.602007346738157,"Site12",64.223083,-50.1202
490,1.14389551391255,7,"v52a_Ref2M",1984,-0.603964298019073,"Site12",64.223083,-50.1202
690,1.06439522998296,8,"v52a_Ref2M",1985,-0.607179945663771,"Site12",64.223083,-50.1202
600,1.01805792163543,9,"v52a_Ref2M",1986,-0.609054208862394,"Site12",64.223083,-50.1202
520,0.93038046564452,10,"v52a_Ref2M",1987,-0.612600608836261,"Site12",64.223083,-50.1202
560,0.803634298693924,11,"v52a_Ref2M",1988,-0.61772726993838,"Site12",64.223083,-50.1202
500,0.559227711527541,12,"v52a_Ref2M",1989,-0.627613089554651,"Site12",64.223083,-50.1202
420,0.545599091425326,13,"v52a_Ref2M",1990,-0.628164343436599,"Site12",64.223083,-50.1202
530,0.590800681431005,14,"v52a_Ref2M",1991,-0.626336018061471,"Site12",64.223083,-50.1202
270,0.684838160136286,15,"v52a_Ref2M",1992,-0.622532366276028,"Site12",64.223083,-50.1202
350,0.789324247586598,16,"v52a_Ref2M",1993,-0.618306086514425,"Site12",64.223083,-50.1202
210,0.741851220897218,17,"v52a_Ref2M",1994,-0.620226287536545,"Site12",64.223083,-50.1202
510,0.804542873367405,18,"v52a_Ref2M",1995,-0.617690519679583,"Site12",64.223083,-50.1202
200,0.782737081203861,19,"v52a_Ref2M",1996,-0.6185725258907,"Site12",64.223083,-50.1202
610,0.871550255536627,20,"v52a_Ref2M",1997,-0.614980188093338,"Site12",64.223083,-50.1202
570,0.836570130607609,21,"v52a_Ref2M",1998,-0.616395073057005,"Site12",64.223083,-50.1202
300,0.814082907438955,22,"v52a_Ref2M",1999,-0.617304641962219,"Site12",64.223083,-50.1202
